||||||||||||||||||||||'январь'||'февраль'||'март'||'апрель'||'май'||'июнь'||'июль'||'август'||'сентябрь'||'октябрь'||'ноябрь'||'декабрь'||'Итого'||||||
||||||||||'диаметр ввода'|'давление на вводе'|'температурный график тепловой сети'|'наличие ГВС (да/нет)'|'необходимость резерва ГВС'|'наличие систем учета'|'необходимость диспетчеризации'|'схема присоеденения к тепловой сети'|'резервирование насосов ГВС'|'примечание'|||||||||||||||||||||||||||||||||
||||||||||||||||||||'Суммарный объем'|'Суммарный объем'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'Суммарный объем'||||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|
740|1204007|||||||||||||||||||||||||||||||||||||||||||||||||||
741|1204008|||||||||||||||||||||||||||||||||||||||||||||||||||
742|1204009|||||||||||||||||||||||||||||||||||||||||||||||||||
743|1205001|||||||||||||||||||||||||||||||||||||||||||||||||||
744|1205002|||||||||||||||||||||||||||||||||||||||||||||||||||
745|1205003|||||||||||||||||||||||||||||||||||||||||||||||||||
746|1205004|||||||||||||||||||||||||||||||||||||||||||||||||||
747|1205005|||||||||||||||||||||||||||||||||||||||||||||||||||
748|1205006|||||||||||||||||||||||||||||||||||||||||||||||||||
749|1205007|||||||||||||||||||||||||||||||||||||||||||||||||||
750|1205008|||||||||||||||||||||||||||||||||||||||||||||||||||
751|1205009|||||||||||||||||||||||||||||||||||||||||||||||||||
752|1205010|||||||||||||||||||||||||||||||||||||||||||||||||||
753|1205011|||||||||||||||||||||||||||||||||||||||||||||||||||
754|1205012|||||||||||||||||||||||||||||||||||||||||||||||||||
755|1205013|||||||||||||||||||||||||||||||||||||||||||||||||||
756|1205014|||||||||||||||||||||||||||||||||||||||||||||||||||
757|1205015|||||||||||||||||||||||||||||||||||||||||||||||||||
758|1205016|||||||||||||||||||||||||||||||||||||||||||||||||||
759|1205017|||||||||||||||||||||||||||||||||||||||||||||||||||
760|1205018|||||||||||||||||||||||||||||||||||||||||||||||||||
761|1205019|||||||||||||||||||||||||||||||||||||||||||||||||||
762|1205020|||||||||||||||||||||||||||||||||||||||||||||||||||
763|1205021|||||||||||||||||||||||||||||||||||||||||||||||||||
764|1205022|||||||||||||||||||||||||||||||||||||||||||||||||||
765|1205023|||||||||||||||||||||||||||||||||||||||||||||||||||
766|1205024|||||||||||||||||||||||||||||||||||||||||||||||||||
767|1205025|||||||||||||||||||||||||||||||||||||||||||||||||||
768|1205026|||||||||||||||||||||||||||||||||||||||||||||||||||
769|1205027|||||||||||||||||||||||||||||||||||||||||||||||||||
770|1205028|||||||||||||||||||||||||||||||||||||||||||||||||||
771|1205029|||||||||||||||||||||||||||||||||||||||||||||||||||
772|1205030|||||||||||||||||||||||||||||||||||||||||||||||||||
773|1205031|||||||||||||||||||||||||||||||||||||||||||||||||||
774|1205032|||||||||||||||||||||||||||||||||||||||||||||||||||
775|1205033|||||||||||||||||||||||||||||||||||||||||||||||||||
776|1205034|||||||||||||||||||||||||||||||||||||||||||||||||||
777|1205035|||||||||||||||||||||||||||||||||||||||||||||||||||
778|1205036|||||||||||||||||||||||||||||||||||||||||||||||||||
779|1205037|||||||||||||||||||||||||||||||||||||||||||||||||||
780|1205038|||||||||||||||||||||||||||||||||||||||||||||||||||
781|1205039|||||||||||||||||||||||||||||||||||||||||||||||||||
782|1205040|||||||||||||||||||||||||||||||||||||||||||||||||||
783|1205041|||||||||||||||||||||||||||||||||||||||||||||||||||
784|1205042|||||||||||||||||||||||||||||||||||||||||||||||||||
785|1205043|||||||||||||||||||||||||||||||||||||||||||||||||||
786|1205044|||||||||||||||||||||||||||||||||||||||||||||||||||
787|1205045|||||||||||||||||||||||||||||||||||||||||||||||||||
788|1205046|||||||||||||||||||||||||||||||||||||||||||||||||||
789|1205047|||||||||||||||||||||||||||||||||||||||||||||||||||
790|1205048|||||||||||||||||||||||||||||||||||||||||||||||||||
791|1205049|||||||||||||||||||||||||||||||||||||||||||||||||||
792|1205050|||||||||||||||||||||||||||||||||||||||||||||||||||
793|1205051|||||||||||||||||||||||||||||||||||||||||||||||||||
794|1205052|||||||||||||||||||||||||||||||||||||||||||||||||||
795|1205053|||||||||||||||||||||||||||||||||||||||||||||||||||
796|1205054|||||||||||||||||||||||||||||||||||||||||||||||||||
797|1205055|||||||||||||||||||||||||||||||||||||||||||||||||||
798|1205056|||||||||||||||||||||||||||||||||||||||||||||||||||
799|1205057|||||||||||||||||||||||||||||||||||||||||||||||||||
800|1205058|||||||||||||||||||||||||||||||||||||||||||||||||||
801|1205059|||||||||||||||||||||||||||||||||||||||||||||||||||
802|1205060|||||||||||||||||||||||||||||||||||||||||||||||||||
803|1205061|||||||||||||||||||||||||||||||||||||||||||||||||||
804|1205062|||||||||||||||||||||||||||||||||||||||||||||||||||
805|1205063|||||||||||||||||||||||||||||||||||||||||||||||||||
806|1205064|||||||||||||||||||||||||||||||||||||||||||||||||||
807|1205065|||||||||||||||||||||||||||||||||||||||||||||||||||
808|1205066|||||||||||||||||||||||||||||||||||||||||||||||||||
809|1205067|||||||||||||||||||||||||||||||||||||||||||||||||||
810|1205068|||||||||||||||||||||||||||||||||||||||||||||||||||
811|1205069|||||||||||||||||||||||||||||||||||||||||||||||||||
812|1205070|||||||||||||||||||||||||||||||||||||||||||||||||||
813|1205071|||||||||||||||||||||||||||||||||||||||||||||||||||
814|1205072|||||||||||||||||||||||||||||||||||||||||||||||||||
815|1205073|||||||||||||||||||||||||||||||||||||||||||||||||||
816|1205074|||||||||||||||||||||||||||||||||||||||||||||||||||
817|1205075|||||||||||||||||||||||||||||||||||||||||||||||||||
818|1205076|||||||||||||||||||||||||||||||||||||||||||||||||||
819|1205077|||||||||||||||||||||||||||||||||||||||||||||||||||
820|1205078|||||||||||||||||||||||||||||||||||||||||||||||||||
821|1205079|||||||||||||||||||||||||||||||||||||||||||||||||||
822|1205080|||||||||||||||||||||||||||||||||||||||||||||||||||
823|1205081|||||||||||||||||||||||||||||||||||||||||||||||||||
824|1205082|||||||||||||||||||||||||||||||||||||||||||||||||||
825|1205083|||||||||||||||||||||||||||||||||||||||||||||||||||
826|1205084|||||||||||||||||||||||||||||||||||||||||||||||||||
827|1205085|||||||||||||||||||||||||||||||||||||||||||||||||||
828|1205086|||||||||||||||||||||||||||||||||||||||||||||||||||
829|1205087|||||||||||||||||||||||||||||||||||||||||||||||||||
830|1205088|||||||||||||||||||||||||||||||||||||||||||||||||||
831|1205089|||||||||||||||||||||||||||||||||||||||||||||||||||
832|1205090|||||||||||||||||||||||||||||||||||||||||||||||||||
833|1205091|||||||||||||||||||||||||||||||||||||||||||||||||||
834|1205092|||||||||||||||||||||||||||||||||||||||||||||||||||
835|1205093|||||||||||||||||||||||||||||||||||||||||||||||||||
836|1205094|||||||||||||||||||||||||||||||||||||||||||||||||||
837|1205095|||||||||||||||||||||||||||||||||||||||||||||||||||
838|1205096|||||||||||||||||||||||||||||||||||||||||||||||||||
839|1205097|||||||||||||||||||||||||||||||||||||||||||||||||||
840|1205098|||||||||||||||||||||||||||||||||||||||||||||||||||
841|1205099|||||||||||||||||||||||||||||||||||||||||||||||||||
842|1205100|||||||||||||||||||||||||||||||||||||||||||||||||||
843|1205101|||||||||||||||||||||||||||||||||||||||||||||||||||
844|1205102|||||||||||||||||||||||||||||||||||||||||||||||||||
845|1205103|||||||||||||||||||||||||||||||||||||||||||||||||||
846|1205104|||||||||||||||||||||||||||||||||||||||||||||||||||
847|1205105|||||||||||||||||||||||||||||||||||||||||||||||||||
848|1205106|||||||||||||||||||||||||||||||||||||||||||||||||||
849|1205107|||||||||||||||||||||||||||||||||||||||||||||||||||
850|1205108|||||||||||||||||||||||||||||||||||||||||||||||||||
851|1205109|||||||||||||||||||||||||||||||||||||||||||||||||||
852|1205110|||||||||||||||||||||||||||||||||||||||||||||||||||
853|1205111|||||||||||||||||||||||||||||||||||||||||||||||||||
854|1205112|||||||||||||||||||||||||||||||||||||||||||||||||||
855|1205113|||||||||||||||||||||||||||||||||||||||||||||||||||
856|1205114|||||||||||||||||||||||||||||||||||||||||||||||||||
857|1205115|||||||||||||||||||||||||||||||||||||||||||||||||||
858|1205116|||||||||||||||||||||||||||||||||||||||||||||||||||
859|1205117|||||||||||||||||||||||||||||||||||||||||||||||||||
860|1205118|||||||||||||||||||||||||||||||||||||||||||||||||||
861|1205119|||||||||||||||||||||||||||||||||||||||||||||||||||
862|1205120|||||||||||||||||||||||||||||||||||||||||||||||||||
863|1205121|||||||||||||||||||||||||||||||||||||||||||||||||||
864|1205122|||||||||||||||||||||||||||||||||||||||||||||||||||
865|1206001|||||||||||||||||||||||||||||||||||||||||||||||||||
866|1206002|||||||||||||||||||||||||||||||||||||||||||||||||||
867|1206003|||||||||||||||||||||||||||||||||||||||||||||||||||
868|1206004|||||||||||||||||||||||||||||||||||||||||||||||||||
869|1206005|||||||||||||||||||||||||||||||||||||||||||||||||||
870|1206006|||||||||||||||||||||||||||||||||||||||||||||||||||
871|1206007|||||||||||||||||||||||||||||||||||||||||||||||||||
872|1206008|||||||||||||||||||||||||||||||||||||||||||||||||||
873|1206009|||||||||||||||||||||||||||||||||||||||||||||||||||
874|1206010|||||||||||||||||||||||||||||||||||||||||||||||||||
875|1206011|||||||||||||||||||||||||||||||||||||||||||||||||||
876|1206012|||||||||||||||||||||||||||||||||||||||||||||||||||
877|1206013|||||||||||||||||||||||||||||||||||||||||||||||||||
878|1206014|||||||||||||||||||||||||||||||||||||||||||||||||||
879|1206015|||||||||||||||||||||||||||||||||||||||||||||||||||
880|1206016|||||||||||||||||||||||||||||||||||||||||||||||||||
881|1206017|||||||||||||||||||||||||||||||||||||||||||||||||||
882|1206018|||||||||||||||||||||||||||||||||||||||||||||||||||
883|1206019|||||||||||||||||||||||||||||||||||||||||||||||||||
884|1206020|||||||||||||||||||||||||||||||||||||||||||||||||||
885|1206021|||||||||||||||||||||||||||||||||||||||||||||||||||
886|1206022|||||||||||||||||||||||||||||||||||||||||||||||||||
887|1206023|||||||||||||||||||||||||||||||||||||||||||||||||||
888|1206024|||||||||||||||||||||||||||||||||||||||||||||||||||
889|1206025|||||||||||||||||||||||||||||||||||||||||||||||||||
890|1206026|||||||||||||||||||||||||||||||||||||||||||||||||||
891|1206027|||||||||||||||||||||||||||||||||||||||||||||||||||
892|1206028|||||||||||||||||||||||||||||||||||||||||||||||||||
893|1206029|||||||||||||||||||||||||||||||||||||||||||||||||||
894|1206030|||||||||||||||||||||||||||||||||||||||||||||||||||
895|1206031|||||||||||||||||||||||||||||||||||||||||||||||||||
896|1206032|||||||||||||||||||||||||||||||||||||||||||||||||||
897|1206033|||||||||||||||||||||||||||||||||||||||||||||||||||
898|1206034|||||||||||||||||||||||||||||||||||||||||||||||||||
899|1206035|||||||||||||||||||||||||||||||||||||||||||||||||||
900|1206036|||||||||||||||||||||||||||||||||||||||||||||||||||
901|1206037|||||||||||||||||||||||||||||||||||||||||||||||||||
902|1206038|||||||||||||||||||||||||||||||||||||||||||||||||||
903|1206039|||||||||||||||||||||||||||||||||||||||||||||||||||
904|1206040|||||||||||||||||||||||||||||||||||||||||||||||||||
905|1206041|||||||||||||||||||||||||||||||||||||||||||||||||||
906|1206042|||||||||||||||||||||||||||||||||||||||||||||||||||
907|1206043|||||||||||||||||||||||||||||||||||||||||||||||||||
908|1206044|||||||||||||||||||||||||||||||||||||||||||||||||||
909|1206045|||||||||||||||||||||||||||||||||||||||||||||||||||
910|1206046|||||||||||||||||||||||||||||||||||||||||||||||||||
911|1207001|||||||||||||||||||||||||||||||||||||||||||||||||||
912|1207002|||||||||||||||||||||||||||||||||||||||||||||||||||
913|1207003|||||||||||||||||||||||||||||||||||||||||||||||||||
914|1207004|||||||||||||||||||||||||||||||||||||||||||||||||||
915|1207005|||||||||||||||||||||||||||||||||||||||||||||||||||
916|1207006|||||||||||||||||||||||||||||||||||||||||||||||||||
917|1207007|||||||||||||||||||||||||||||||||||||||||||||||||||
918|1207008|||||||||||||||||||||||||||||||||||||||||||||||||||
919|1207009|||||||||||||||||||||||||||||||||||||||||||||||||||
920|1207010|||||||||||||||||||||||||||||||||||||||||||||||||||
921|1207011|||||||||||||||||||||||||||||||||||||||||||||||||||
922|1207012|||||||||||||||||||||||||||||||||||||||||||||||||||
923|1207013|||||||||||||||||||||||||||||||||||||||||||||||||||
924|1207014|||||||||||||||||||||||||||||||||||||||||||||||||||
925|1207015|||||||||||||||||||||||||||||||||||||||||||||||||||
926|1207016|||||||||||||||||||||||||||||||||||||||||||||||||||
927|1207017|||||||||||||||||||||||||||||||||||||||||||||||||||
928|1207018|||||||||||||||||||||||||||||||||||||||||||||||||||
929|1207019|||||||||||||||||||||||||||||||||||||||||||||||||||
930|1207020|||||||||||||||||||||||||||||||||||||||||||||||||||
931|1207021|||||||||||||||||||||||||||||||||||||||||||||||||||
932|1207022|||||||||||||||||||||||||||||||||||||||||||||||||||
933|1207023|||||||||||||||||||||||||||||||||||||||||||||||||||
934|1207024|||||||||||||||||||||||||||||||||||||||||||||||||||
935|1207025|||||||||||||||||||||||||||||||||||||||||||||||||||
936|1207026|||||||||||||||||||||||||||||||||||||||||||||||||||
937|1207027|||||||||||||||||||||||||||||||||||||||||||||||||||
938|1207028|||||||||||||||||||||||||||||||||||||||||||||||||||
939|1207029|||||||||||||||||||||||||||||||||||||||||||||||||||
940|1207030|||||||||||||||||||||||||||||||||||||||||||||||||||
941|1207031|||||||||||||||||||||||||||||||||||||||||||||||||||
942|1207032|||||||||||||||||||||||||||||||||||||||||||||||||||
943|1207033|||||||||||||||||||||||||||||||||||||||||||||||||||
944|1207034|||||||||||||||||||||||||||||||||||||||||||||||||||
945|1207035|||||||||||||||||||||||||||||||||||||||||||||||||||
946|1207036|||||||||||||||||||||||||||||||||||||||||||||||||||
947|1207037|||||||||||||||||||||||||||||||||||||||||||||||||||
948|1207038|||||||||||||||||||||||||||||||||||||||||||||||||||
949|1207039|||||||||||||||||||||||||||||||||||||||||||||||||||
950|1207040|||||||||||||||||||||||||||||||||||||||||||||||||||
951|1207041|||||||||||||||||||||||||||||||||||||||||||||||||||
952|1207042|||||||||||||||||||||||||||||||||||||||||||||||||||
953|1207043|||||||||||||||||||||||||||||||||||||||||||||||||||
954|1207044|||||||||||||||||||||||||||||||||||||||||||||||||||
955|1207045|||||||||||||||||||||||||||||||||||||||||||||||||||
956|1207046|||||||||||||||||||||||||||||||||||||||||||||||||||
957|1207047|||||||||||||||||||||||||||||||||||||||||||||||||||
958|1207048|||||||||||||||||||||||||||||||||||||||||||||||||||
959|1207049|||||||||||||||||||||||||||||||||||||||||||||||||||
960|1207050|||||||||||||||||||||||||||||||||||||||||||||||||||
961|1207051|||||||||||||||||||||||||||||||||||||||||||||||||||
962|1207052|||||||||||||||||||||||||||||||||||||||||||||||||||
963|1207053|||||||||||||||||||||||||||||||||||||||||||||||||||
964|1207054|||||||||||||||||||||||||||||||||||||||||||||||||||
965|1207055|||||||||||||||||||||||||||||||||||||||||||||||||||
966|1207057|||||||||||||||||||||||||||||||||||||||||||||||||||
967|1207058|||||||||||||||||||||||||||||||||||||||||||||||||||
968|1207059|||||||||||||||||||||||||||||||||||||||||||||||||||
969|1207060|||||||||||||||||||||||||||||||||||||||||||||||||||
970|1207061|||||||||||||||||||||||||||||||||||||||||||||||||||
971|1207062|||||||||||||||||||||||||||||||||||||||||||||||||||
972|1207063|||||||||||||||||||||||||||||||||||||||||||||||||||
973|1207064|||||||||||||||||||||||||||||||||||||||||||||||||||
974|1207065|||||||||||||||||||||||||||||||||||||||||||||||||||
975|1207066|||||||||||||||||||||||||||||||||||||||||||||||||||
976|1207067|||||||||||||||||||||||||||||||||||||||||||||||||||
977|1207068|||||||||||||||||||||||||||||||||||||||||||||||||||
978|1207069|||||||||||||||||||||||||||||||||||||||||||||||||||
979|1207070|||||||||||||||||||||||||||||||||||||||||||||||||||
980|1207071|||||||||||||||||||||||||||||||||||||||||||||||||||
981|1207072|||||||||||||||||||||||||||||||||||||||||||||||||||
982|1207073|||||||||||||||||||||||||||||||||||||||||||||||||||
983|1207074|||||||||||||||||||||||||||||||||||||||||||||||||||
984|1207075|||||||||||||||||||||||||||||||||||||||||||||||||||
985|1207076|||||||||||||||||||||||||||||||||||||||||||||||||||
986|1207077|||||||||||||||||||||||||||||||||||||||||||||||||||
987|1207078|||||||||||||||||||||||||||||||||||||||||||||||||||
988|1207079|||||||||||||||||||||||||||||||||||||||||||||||||||
989|1207080|||||||||||||||||||||||||||||||||||||||||||||||||||
990|1207081|||||||||||||||||||||||||||||||||||||||||||||||||||
991|1207082|||||||||||||||||||||||||||||||||||||||||||||||||||
992|1207083|||||||||||||||||||||||||||||||||||||||||||||||||||
993|1207084|||||||||||||||||||||||||||||||||||||||||||||||||||
994|1207085|||||||||||||||||||||||||||||||||||||||||||||||||||
995|1207086|||||||||||||||||||||||||||||||||||||||||||||||||||
996|1207087|||||||||||||||||||||||||||||||||||||||||||||||||||
997|1207088|||||||||||||||||||||||||||||||||||||||||||||||||||
998|1207089|||||||||||||||||||||||||||||||||||||||||||||||||||
999|1207090|||||||||||||||||||||||||||||||||||||||||||||||||||
1000|1207091|||||||||||||||||||||||||||||||||||||||||||||||||||
1001|1207092|||||||||||||||||||||||||||||||||||||||||||||||||||
1002|1207093|||||||||||||||||||||||||||||||||||||||||||||||||||
1003|1207094|||||||||||||||||||||||||||||||||||||||||||||||||||
1004|1207095|||||||||||||||||||||||||||||||||||||||||||||||||||
1005|1207096|||||||||||||||||||||||||||||||||||||||||||||||||||
1006|1207097|||||||||||||||||||||||||||||||||||||||||||||||||||
1007|1207098|||||||||||||||||||||||||||||||||||||||||||||||||||
1008|1207099|||||||||||||||||||||||||||||||||||||||||||||||||||
1009|1207100|||||||||||||||||||||||||||||||||||||||||||||||||||
1010|1207101|||||||||||||||||||||||||||||||||||||||||||||||||||
1011|1207102|||||||||||||||||||||||||||||||||||||||||||||||||||
1012|1207103|||||||||||||||||||||||||||||||||||||||||||||||||||
1013|1207104|||||||||||||||||||||||||||||||||||||||||||||||||||
1014|1207105|||||||||||||||||||||||||||||||||||||||||||||||||||
1015|1207106|||||||||||||||||||||||||||||||||||||||||||||||||||
1016|1207107|||||||||||||||||||||||||||||||||||||||||||||||||||
1017|1207108|||||||||||||||||||||||||||||||||||||||||||||||||||
1018|1207109|||||||||||||||||||||||||||||||||||||||||||||||||||
1019|1207110|||||||||||||||||||||||||||||||||||||||||||||||||||
1020|1207111|||||||||||||||||||||||||||||||||||||||||||||||||||
1021|1207112|||||||||||||||||||||||||||||||||||||||||||||||||||
1022|1207113|||||||||||||||||||||||||||||||||||||||||||||||||||
1023|1207114|||||||||||||||||||||||||||||||||||||||||||||||||||
1024|1207115|||||||||||||||||||||||||||||||||||||||||||||||||||
1025|1207116|||||||||||||||||||||||||||||||||||||||||||||||||||
1026|1207117|||||||||||||||||||||||||||||||||||||||||||||||||||
1027|1207118|||||||||||||||||||||||||||||||||||||||||||||||||||
1028|1207119|||||||||||||||||||||||||||||||||||||||||||||||||||
1029|1207120|||||||||||||||||||||||||||||||||||||||||||||||||||
1030|1207121|||||||||||||||||||||||||||||||||||||||||||||||||||
1031|1207122|||||||||||||||||||||||||||||||||||||||||||||||||||
1032|1207123|||||||||||||||||||||||||||||||||||||||||||||||||||
1033|1208001|||||||||||||||||||||||||||||||||||||||||||||||||||
1034|1208002|||||||||||||||||||||||||||||||||||||||||||||||||||
1035|1208003|||||||||||||||||||||||||||||||||||||||||||||||||||
1036|1208004|||||||||||||||||||||||||||||||||||||||||||||||||||
1037|1208005|||||||||||||||||||||||||||||||||||||||||||||||||||
1038|1208006|||||||||||||||||||||||||||||||||||||||||||||||||||
1039|1208007|||||||||||||||||||||||||||||||||||||||||||||||||||
1040|1208008|||||||||||||||||||||||||||||||||||||||||||||||||||
1041|1208009|||||||||||||||||||||||||||||||||||||||||||||||||||
1042|1208010|||||||||||||||||||||||||||||||||||||||||||||||||||
1043|1208011|||||||||||||||||||||||||||||||||||||||||||||||||||
1044|1208012|||||||||||||||||||||||||||||||||||||||||||||||||||
1045|1208013|||||||||||||||||||||||||||||||||||||||||||||||||||
1046|1208014|||||||||||||||||||||||||||||||||||||||||||||||||||
1047|1208015|||||||||||||||||||||||||||||||||||||||||||||||||||
1048|1208016|||||||||||||||||||||||||||||||||||||||||||||||||||
1049|1208017|||||||||||||||||||||||||||||||||||||||||||||||||||
1050|1208018|||||||||||||||||||||||||||||||||||||||||||||||||||
1051|1208019|||||||||||||||||||||||||||||||||||||||||||||||||||
1052|1208020|||||||||||||||||||||||||||||||||||||||||||||||||||
1053|1208021|||||||||||||||||||||||||||||||||||||||||||||||||||
1054|1208022|||||||||||||||||||||||||||||||||||||||||||||||||||
1055|1208023|||||||||||||||||||||||||||||||||||||||||||||||||||
1056|1208024|||||||||||||||||||||||||||||||||||||||||||||||||||
1057|1208025|||||||||||||||||||||||||||||||||||||||||||||||||||
1058|1208026|||||||||||||||||||||||||||||||||||||||||||||||||||
1059|1208027|||||||||||||||||||||||||||||||||||||||||||||||||||
1060|1208028|||||||||||||||||||||||||||||||||||||||||||||||||||
1061|1208029|||||||||||||||||||||||||||||||||||||||||||||||||||
1062|1208030|||||||||||||||||||||||||||||||||||||||||||||||||||
1063|1208031|||||||||||||||||||||||||||||||||||||||||||||||||||
1064|1208032|||||||||||||||||||||||||||||||||||||||||||||||||||
1065|1208033|||||||||||||||||||||||||||||||||||||||||||||||||||
1066|1208034|||||||||||||||||||||||||||||||||||||||||||||||||||
1067|1208035|||||||||||||||||||||||||||||||||||||||||||||||||||
1068|1208036|||||||||||||||||||||||||||||||||||||||||||||||||||
1069|1208037|||||||||||||||||||||||||||||||||||||||||||||||||||
1070|1208038|||||||||||||||||||||||||||||||||||||||||||||||||||
1071|1208039|||||||||||||||||||||||||||||||||||||||||||||||||||
1072|1208040|||||||||||||||||||||||||||||||||||||||||||||||||||
1073|1208041|||||||||||||||||||||||||||||||||||||||||||||||||||
